,año,equiponac,jugador,club,pais_club
4859,2010,Uruguay,Abel Hernández,Palermo,Italia
4860,2010,Uruguay,Edinson Cavani,Palermo,Italia
4861,2010,Uruguay,S.  Fernández,Banfield,Argentina
4862,2011,Uruguay,Fernando Muslera,Lazio,Italia
4863,2011,Uruguay,Juan Castillo,Colo Colo,Chile
4864,2011,Uruguay,Andrés Scotti,Colo Colo,Chile
4865,2011,Uruguay,Diego Lugano,Fenerbahçe,Turquia
4866,2011,Uruguay,Mauricio Victorino,Cruzeiro,Brasil
4867,2011,Uruguay,Sebastián Coates,Nacional,Uruguay
4868,2011,Uruguay,Diego Godín,Atlético,España
4869,2011,Uruguay,Martín Cáceres,Sevilla FC,España
4870,2011,Uruguay,Jorge Fucile,FC Porto,Portugal
4871,2011,Uruguay,Maxi Pereira,Benfica,Portugal
4872,2011,Uruguay,Alvaro Pereira,FC Porto,Portugal
4873,2011,Uruguay,Walter Gargano,Napoli,Italia
4874,2011,Uruguay,E.  Arévalo Ríos,Botafogo,Brasil
4875,2011,Uruguay,Sebastián Eguren,Sporting,España
4876,2011,Uruguay,Diego Pérez,Bologna,Italia
4877,2011,Uruguay,Álvaro González,Lazio,Italia
4878,2011,Uruguay,Cristian Rodríguez,FC Porto,Portugal
4879,2011,Uruguay,Nicolás Lodeiro,Ajax,Paises Bajos
4880,2011,Uruguay,Gastón Ramírez,Bologna,Italia
4881,2011,Uruguay,Diego Forlán,Atlético,España
4882,2011,Uruguay,Sebastián Abreu,Botafogo,Brasil
4883,2011,Uruguay,Luis Suárez,Liverpool,Inglaterra
4884,2011,Uruguay,Abel Hernández,Palermo,Italia
4885,2011,Uruguay,Emiliano Alfaro,Liverpool,Inglaterra
4886,2011,Uruguay,Edinson Cavani,Napoli,Italia
4887,2011,Uruguay,S.  Fernández,Málaga,España
4888,2012,Uruguay,Fernando Muslera,Galatasaray,Turquia
4889,2012,Uruguay,Andrés Scotti,Nacional,Uruguay
4890,2012,Uruguay,Diego Lugano,Paris S-G,Francia
4891,2012,Uruguay,Mauricio Victorino,Cruzeiro,Brasil
4892,2012,Uruguay,Sebastián Coates,Liverpool,Inglaterra
4893,2012,Uruguay,Diego Godín,Atlético,España
4894,2012,Uruguay,Martín Cáceres,Juventus,Italia
4895,2012,Uruguay,Jorge Fucile,Santos,Brasil
4896,2012,Uruguay,Matías Aguirregaray,Cluj,Rumania
4897,2012,Uruguay,Maxi Pereira,Benfica,Portugal
4898,2012,Uruguay,Alvaro Pereira,FC Porto,Portugal
4899,2012,Uruguay,Walter Gargano,Inter,Italia
4900,2012,Uruguay,E.  Arévalo Ríos,Tijuana,Mexico
4901,2012,Uruguay,Sebastián Eguren,Sporting,España
4902,2012,Uruguay,Diego Pérez,Bologna,Italia
4903,2012,Uruguay,Álvaro González,Lazio,Italia
4904,2012,Uruguay,Alvaro Fernández,Chicago,Estados Unidos
4905,2012,Uruguay,Cristian Rodríguez,FC Porto,Portugal
4906,2012,Uruguay,Gonzalo Castro,R. Sociedad,España
4907,2012,Uruguay,Nicolás Lodeiro,Botafogo,Brasil
4908,2012,Uruguay,Gastón Ramírez,Bologna,Italia
4909,2012,Uruguay,Diego Forlán,Inter,Italia
4910,2012,Uruguay,Cristian Stuani,Espanyol,España
4911,2012,Uruguay,Sebastián Abreu,Botafogo,Brasil
4912,2012,Uruguay,Luis Suárez,Liverpool,Inglaterra
4913,2012,Uruguay,Edinson Cavani,Napoli,Italia
4914,2012,Uruguay,S.  Fernández,Málaga,España
4915,2013,Uruguay,Fernando Muslera,Galatasaray,Turquia
4916,2013,Uruguay,Martín Silva,Olimpia,Paraguay
4917,2013,Uruguay,Andrés Scotti,Nacional,Uruguay
4918,2013,Uruguay,Diego Lugano,Málaga,España
4919,2013,Uruguay,Jose Maria Giménez,Atlético,España
4920,2013,Uruguay,Sebastián Coates,Liverpool,Inglaterra
4921,2013,Uruguay,Diego Godín,Atlético,España
4922,2013,Uruguay,Martín Cáceres,Juventus,Italia
4923,2013,Uruguay,Jorge Fucile,FC Porto,Portugal
4924,2013,Uruguay,Matías Aguirregaray,Peñarol,Uruguay
4925,2013,Uruguay,Maxi Pereira,Benfica,Portugal
4926,2013,Uruguay,Alvaro Pereira,Inter,Italia
4927,2013,Uruguay,Walter Gargano,Inter,Italia
4928,2013,Uruguay,E.  Arévalo Ríos,Palermo,Italia
4929,2013,Uruguay,Sebastián Eguren,Libertad,Paraguay
4930,2013,Uruguay,Diego Pérez,Bologna,Italia
4931,2013,Uruguay,Álvaro González,Lazio,Italia
4932,2013,Uruguay,Cristian Rodríguez,Atlético,España
4933,2013,Uruguay,Gonzalo Castro,R. Sociedad,España
4934,2013,Uruguay,Nicolás Lodeiro,Botafogo,Brasil
4935,2013,Uruguay,Gastón Ramírez,Southampton,Inglaterra
4936,2013,Uruguay,Cristian Stuani,Espanyol,España
4937,2013,Uruguay,Diego Forlán,Internacional,Brasil
4938,2013,Uruguay,Luis Suárez,Liverpool,Inglaterra
4939,2013,Uruguay,Abel Hernández,Palermo,Italia
4940,2013,Uruguay,Edinson Cavani,Napoli,Italia
4941,2013,Uruguay,Alejandro Silva,Olimpia,Paraguay
4942,2014,Uruguay,Fernando Muslera,Galatasaray,Turquia
4943,2014,Uruguay,Martín Campaña,Defensor SC,Uruguay
4944,2014,Uruguay,Martín Silva,Vasco,Brasil
4945,2014,Uruguay,Diego Lugano,WBA,Inglaterra
4946,2014,Uruguay,Gastón Silva,Torino,Italia
4947,2014,Uruguay,Sebastián Coates,Nacional,Uruguay
4948,2014,Uruguay,Jose Maria Giménez,Atlético,España
4949,2014,Uruguay,Diego Godín,Atlético,España
4950,2014,Uruguay,Emiliano Velázquez,Getafe,España
4951,2014,Uruguay,Martín Cáceres,Juventus,Italia
4952,2014,Uruguay,Jorge Fucile,Nacional,Uruguay
4953,2014,Uruguay,Matías Aguirregaray,Estudiantes LP,Argentina
4954,2014,Uruguay,Matias Corujo,Univ. de Chile,Chile
4955,2014,Uruguay,Maxi Pereira,Benfica,Portugal
4956,2014,Uruguay,Alvaro Pereira,SPFC,Brasil
4957,2014,Uruguay,Walter Gargano,Parma,Italia
4958,2014,Uruguay,E.  Arévalo Ríos,Tigres UANL,Mexico
4959,2014,Uruguay,Guzmán Pereira,Univ. de Chile,Chile
4960,2014,Uruguay,Diego Arismendi,Nacional,Uruguay
4961,2014,Uruguay,Diego Pérez,Bologna,Italia
4962,2014,Uruguay,Álvaro González,Lazio,Italia
4963,2014,Uruguay,Cristian Rodríguez,Atlético,España
4964,2014,Uruguay,Carlos Sánchez,River Plate,Argentina
4965,2014,Uruguay,Camilo Mayada,Danubio,Uruguay
4966,2014,Uruguay,Gastón Ramírez,Southampton,Inglaterra
4967,2014,Uruguay,Nicolás Lodeiro,Corinthians,Brasil
4968,2014,Uruguay,Diego Forlán,Cerezo,Japón
4969,2014,Uruguay,Cristian Stuani,Espanyol,España
4970,2014,Uruguay,G.  De Arrascaeta,Defensor SC,Uruguay
4971,2014,Uruguay,Abel Hernández,Palermo,Italia
4972,2014,Uruguay,Diego Rolán,Bordeaux,Francia
4973,2014,Uruguay,Luis Suárez,Liverpool,Inglaterra
4974,2014,Uruguay,Edinson Cavani,Paris S-G,Francia
4975,2014,Uruguay,Jonathan Rodriguez,Peñarol,Uruguay
4976,2015,Uruguay,Rodrigo Muñoz,Libertad,Paraguay
4977,2015,Uruguay,Martín Silva,Vasco,Brasil
4978,2015,Uruguay,Martín Campaña,Defensor SC,Uruguay
4979,2015,Uruguay,Fernando Muslera,Galatasaray,Turquia
4980,2015,Uruguay,Gastón Silva,Torino,Italia
4981,2015,Uruguay,Jose Maria Giménez,Atlético,España
4982,2015,Uruguay,Sebastián Coates,Sunderland,Inglaterra
4983,2015,Uruguay,Diego Godín,Atlético,España
4984,2015,Uruguay,Emiliano Velázquez,Getafe,España
4985,2015,Uruguay,Martín Cáceres,Juventus,Italia
4986,2015,Uruguay,Jorge Fucile,Nacional,Uruguay
4987,2015,Uruguay,Matias Corujo,Univ. de Chile,Chile
4988,2015,Uruguay,Maxi Pereira,Benfica,Portugal
4989,2015,Uruguay,Alvaro Pereira,Estudiantes LP,Argentina
4990,2015,Uruguay,E.  Arévalo Ríos,Tigres UANL,Mexico
4991,2015,Uruguay,Nahitan Nandez,Peñarol,Uruguay
4992,2015,Uruguay,Guzmán Pereira,Univ. de Chile,Chile
4993,2015,Uruguay,Álvaro González,Torino,Italia
4994,2015,Uruguay,Cristian Rodríguez,Grêmio,Brasil
4995,2015,Uruguay,Camilo Mayada,River Plate,Argentina
4996,2015,Uruguay,Carlos Sánchez,River Plate,Argentina
4997,2015,Uruguay,Brian Lozano,Defensor SC,Uruguay
4998,2015,Uruguay,Nicolás Lodeiro,Boca Juniors,Argentina
4999,2015,Uruguay,Cristian Stuani,Middlesbrough,Inglaterra
5000,2015,Uruguay,G.  De Arrascaeta,Cruzeiro,Brasil
5001,2015,Uruguay,Diego Rolán,Bordeaux,Francia
5002,2015,Uruguay,Jonathan Rodriguez,Benfica,Portugal
5003,2015,Uruguay,Abel Hernández,Hull City,Inglaterra
5004,2015,Uruguay,Edinson Cavani,Paris S-G,Francia
5005,2015,Uruguay,Michael Santos,River Plate,Argentina
5006,2016,Uruguay,Gaston Guruceaga,Peñarol,Uruguay
5007,2016,Uruguay,Martín Silva,Vasco,Brasil
5008,2016,Uruguay,Martín Campaña,Indep.,Argentina
5009,2016,Uruguay,Fernando Muslera,Galatasaray,Turquia
5010,2016,Uruguay,Gastón Silva,Torino,Italia
5011,2016,Uruguay,Mauricio Victorino,Nacional,Uruguay
5012,2016,Uruguay,Sebastián Coates,Sporting,España
5013,2016,Uruguay,Jose Maria Giménez,Atlético,España
5014,2016,Uruguay,Diego Godín,Atlético,España
5015,2016,Uruguay,Diego Polenta,Nacional,Uruguay
5016,2016,Uruguay,Jorge Fucile,Nacional,Uruguay
5017,2016,Uruguay,Guillermo Varela,Man United,Inglaterra
5018,2016,Uruguay,Matias Corujo,Univ. de Chile,Chile
5019,2016,Uruguay,Maxi Pereira,FC Porto,Portugal
5020,2016,Uruguay,Alvaro Pereira,Getafe,España
5021,2016,Uruguay,Federico Ricca,Málaga,España
5022,2016,Uruguay,E.  Arévalo Ríos,Atlas,Mexico
5023,2016,Uruguay,Guzmán Pereira,Peñarol,Uruguay
5024,2016,Uruguay,Álvaro González,Atlas,Mexico
5025,2016,Uruguay,Cristian Rodríguez,Indep.,Argentina
5026,2016,Uruguay,Diego Laxalt,Genoa,Italia
5027,2016,Uruguay,Carlos Sánchez,Monterrey,Mexico
5028,2016,Uruguay,Nicolás Lodeiro,Boca Juniors,Argentina
5029,2016,Uruguay,Gastón Ramírez,Southampton,Inglaterra
5030,2016,Uruguay,Matías Vecino,Fiorentina,Italia
5031,2016,Uruguay,G.  De Arrascaeta,Cruzeiro,Brasil
5032,2016,Uruguay,Cristian Stuani,Middlesbrough,Inglaterra
5033,2016,Uruguay,Diego Rolán,Bordeaux,Francia
5034,2016,Uruguay,Abel Hernández,Hull City,Inglaterra
5035,2016,Uruguay,Edinson Cavani,Paris S-G,Francia
5036,2016,Uruguay,Luis Suárez,Barça,España
5037,2017,Uruguay,Esteban Conde,Nacional,Uruguay
5038,2017,Uruguay,Martín Silva,Vasco,Brasil
5039,2017,Uruguay,Gaston Guruceaga,Peñarol,Uruguay
5040,2017,Uruguay,Fernando Muslera,Galatasaray,Turquia
5041,2017,Uruguay,Martín Campaña,Indep.,Argentina
5042,2017,Uruguay,Gastón Silva,Granada CF,España
5043,2017,Uruguay,Mauricio Lemos,Las Palmas,España
5044,2017,Uruguay,Jose Maria Giménez,Atlético,España
5045,2017,Uruguay,Sebastián Coates,Sporting,España
5046,2017,Uruguay,Diego Godín,Atlético,España
5047,2017,Uruguay,Martín Cáceres,Hellas Verona,Italia
5048,2017,Uruguay,Jorge Fucile,Nacional,Uruguay
5049,2017,Uruguay,Matias Corujo,San Lorenzo,Argentina
5050,2017,Uruguay,Guillermo Varela,Peñarol,Uruguay
5051,2017,Uruguay,Maxi Pereira,FC Porto,Portugal
5052,2017,Uruguay,Federico Ricca,Málaga,España
5053,2017,Uruguay,E.  Arévalo Ríos,Veracruz,Mexico
5054,2017,Uruguay,Nahitan Nandez,Boca Juniors,Argentina
5055,2017,Uruguay,Rodrigo Bentancur,Juventus,Italia
5056,2017,Uruguay,Federico Valverde,Depor,España
5057,2017,Uruguay,Álvaro González,Nacional,Uruguay
5058,2017,Uruguay,Urreta,Pachuca,Mexico
5059,2017,Uruguay,Cristian Rodríguez,Peñarol,Uruguay
5060,2017,Uruguay,Diego Laxalt,Genoa,Italia
5061,2017,Uruguay,Gastón Pereiro,PSV,Paises Bajos
5062,2017,Uruguay,Carlos Sánchez,Monterrey,Mexico
5063,2017,Uruguay,Nicolás Lodeiro,Seattle,Estados Unidos
5064,2017,Uruguay,Matías Vecino,Fiorentina,Italia
5065,2017,Uruguay,G.  De Arrascaeta,Cruzeiro,Brasil
5066,2017,Uruguay,Cristian Stuani,Middlesbrough,Inglaterra
5067,2017,Uruguay,Diego Rolán,Bordeaux,Francia
5068,2017,Uruguay,Luis Suárez,Barça,España
5069,2017,Uruguay,Abel Hernández,Hull City,Inglaterra
5070,2017,Uruguay,Edinson Cavani,Paris S-G,Francia
5071,2017,Uruguay,Alejandro Silva,Lanus,Argentina
5072,2017,Uruguay,Maxi Gomez,Celta,España
5073,2018,Uruguay,Martín Campaña,Indep.,Argentina
5074,2018,Uruguay,Fernando Muslera,Galatasaray,Turquia
5075,2018,Uruguay,Martín Silva,Vasco,Brasil
5076,2018,Uruguay,Erick Cabaco,Levante,España
5077,2018,Uruguay,Bruno Mendez,Wanderers,Uruguay
5078,2018,Uruguay,Mauricio Lemos,Sassuolo,Italia
5079,2018,Uruguay,Gastón Silva,Indep.,Argentina
5080,2018,Uruguay,Sebastián Coates,Sporting,España
5081,2018,Uruguay,Jose Maria Giménez,Atlético,España
5082,2018,Uruguay,Diego Godín,Atlético,España
5083,2018,Uruguay,Emiliano Velázquez,Rayo,España
5084,2018,Uruguay,Martín Cáceres,Lazio,Italia
5085,2018,Uruguay,Guillermo Varela,Peñarol,Uruguay
5086,2018,Uruguay,Mathias Suarez,Defensor SC,Uruguay
5087,2018,Uruguay,Maxi Pereira,FC Porto,Portugal
5088,2018,Uruguay,Marcelo Saracchi,RB Leipzig,Alemania
5089,2018,Uruguay,Lucas Torreira,Sampdoria,Italia
5090,2018,Uruguay,Nahitan Nandez,Boca Juniors,Argentina
5091,2018,Uruguay,Federico Valverde,Real Madrid,España
5092,2018,Uruguay,Rodrigo Bentancur,Juventus,Italia
5093,2018,Uruguay,Cristian Rodríguez,Peñarol,Uruguay
5094,2018,Uruguay,Urreta,Monterrey,Mexico
5095,2018,Uruguay,Diego Laxalt,Genoa,Italia
5096,2018,Uruguay,Gastón Pereiro,PSV,Paises Bajos
5097,2018,Uruguay,Carlos Sánchez,Monterrey,Mexico
5098,2018,Uruguay,Camilo Mayada,River Plate,Argentina
5099,2018,Uruguay,Gastón Ramírez,Sampdoria,Italia
5100,2018,Uruguay,Matías Vecino,Inter,Italia
5101,2018,Uruguay,Nicolás Lodeiro,Seattle,Estados Unidos
5102,2018,Uruguay,G.  De Arrascaeta,Cruzeiro,Brasil
5103,2018,Uruguay,Cristian Stuani,Girona,España
5104,2018,Uruguay,Edinson Cavani,Paris S-G,Francia
5105,2018,Uruguay,Luis Suárez,Barça,España
5106,2018,Uruguay,Jonathan Rodriguez,Santos Laguna,Mexico
5107,2018,Uruguay,Maxi Gomez,Celta,España
5108,2019,Uruguay,Martín Campaña,Indep.,Argentina
5109,2019,Uruguay,Fernando Muslera,Galatasaray,Turquia
5110,2019,Uruguay,Martín Silva,Libertad,Paraguay
5111,2019,Uruguay,Gaston Olveira,River Plate,Argentina
5112,2019,Uruguay,Gastón Silva,Indep.,Argentina
5113,2019,Uruguay,Sebastián Coates,Sporting,España
5114,2019,Uruguay,Jose Maria Giménez,Atlético,España
5115,2019,Uruguay,Diego Godín,Atlético,España
5116,2019,Uruguay,Martín Cáceres,Juventus,Italia
5117,2019,Uruguay,Mathias Suarez,MHSC,Francia
5118,2019,Uruguay,Matías Viña,Nacional,Uruguay
5119,2019,Uruguay,Marcelo Saracchi,RB Leipzig,Alemania
5120,2019,Uruguay,Lucas Torreira,Arsenal,Inglaterra
5121,2019,Uruguay,Nahitan Nandez,Boca Juniors,Argentina
5122,2019,Uruguay,Rodrigo Bentancur,Juventus,Italia
5123,2019,Uruguay,Federico Valverde,Real Madrid,España
5124,2019,Uruguay,Giovanni Gonzalez,Peñarol,Uruguay
5125,2019,Uruguay,Diego Laxalt,AC Milán,Italia
5126,2019,Uruguay,Gastón Pereiro,PSV,Paises Bajos
5127,2019,Uruguay,Brian Lozano,Santos Laguna,Mexico
5128,2019,Uruguay,Matías Vecino,Inter,Italia
5129,2019,Uruguay,Nicolás Lodeiro,Seattle,Estados Unidos
5130,2019,Uruguay,G.  De Arrascaeta,Flamengo,Brasil
5131,2019,Uruguay,Cristian Stuani,Girona,España
5132,2019,Uruguay,Edinson Cavani,Paris S-G,Francia
5133,2019,Uruguay,Luis Suárez,Barça,España
5134,2019,Uruguay,Jonathan Rodriguez,Cruz Azul,Mexico
5135,2019,Uruguay,Darwin Nunez,Almería,España
5136,2019,Uruguay,Maxi Gomez,Celta,España
5137,2019,Uruguay,Brian Rodriguez,LAFC,Estados Unidos
5138,1995,Peru,Miguel Miranda,CD Pesquero,Peru
5139,1995,Peru,Martin Garcia,CD Pesquero,Peru
5140,1995,Peru,German Pinillos,Sp. Cristal,Peru
5141,1995,Peru,Juan Alexis Ubillus,Universitario,Bolivia
5142,1995,Peru,Alfonso Dulanto,CP Mérida,España
5143,1995,Peru,Julio Rivera,Sp. Cristal,Peru
5144,1995,Peru,Nolberto Solano,Sp. Cristal,Peru
5145,1995,Peru,Martin Rodriguez,Universitario,Bolivia
5146,1995,Peru,José Carranza,Universitario,Bolivia
5147,1995,Peru,José Del Solar,UD Salamanque,España
5148,1995,Peru,Percy Olivares,Rosario,Argentina
5149,1995,Peru,José Soto,Sp. Cristal,Peru
5150,1995,Peru,Alfredo Carmona,Municipal,Peru
5151,1995,Peru,Jorge Soto,Sp. Cristal,Peru
5152,1995,Peru,Alex Magallanes,Sp. Cristal,Peru
5153,1995,Peru,Roberto Palacios,Sp. Cristal,Peru
5154,1995,Peru,Ronald Baroni,Felgueiras,Portugal
5155,1995,Peru,Alberto Ramirez,CD Pesquero,Peru
5156,1995,Peru,German Carty,Universitario,Bolivia
5157,1995,Peru,Flavio Maestri,Sp. Cristal,Peru
5158,1996,Peru,Julio César Balerio,Sp. Cristal,Peru
5159,1996,Peru,Miguel Miranda,Juan Aurich,Peru
5160,1996,Peru,Luis Manuel Marengo,Alianza Lima,Peru
5161,1996,Peru,Juan Reynoso,Cruz Azul,Mexico
5162,1996,Peru,Alfonso Dulanto,UNAM,Mexico
5163,1996,Peru,Nolberto Solano,Sp. Cristal,Peru
5164,1996,Peru,José Carranza,Universitario,Bolivia
5165,1996,Peru,Juan José Jayo,Alianza Lima,Peru
5166,1996,Peru,José Soto,Puebla,Mexico
5167,1996,Peru,Roger Serrano,ignorado,Ignorado
5168,1996,Peru,Jorge Soto,Sp. Cristal,Peru
5169,1996,Peru,Alex Magallanes,Sp. Cristal,Peru
5170,1996,Peru,Pablo Zegarra,UD Salamanque,España
5171,1996,Peru,Roberto Palacios,Sp. Cristal,Peru
5172,1996,Peru,J. E.  Ramirez,Alianza Lima,Peru
5173,1996,Peru,Alberto Ramirez,Universitario,Bolivia
5174,1996,Peru,d. A. M.  Julinho,Sp. Cristal,Peru
5175,1996,Peru,Roberto Farfán,Municipal,Peru
5176,1996,Peru,German Carty,Sport Boys,Bolivia
5177,1996,Peru,Flavio Maestri,Hércules,España
5178,1996,Peru,Waldir Saenz,Alianza Lima,Peru
5179,1997,Peru,Miguel Miranda,Municipal,Peru
5180,1997,Peru,Julio César Balerio,Sp. Cristal,Peru
5181,1997,Peru,Luis Manuel Marengo,Sp. Cristal,Peru
5182,1997,Peru,Juan Reynoso,Cruz Azul,Mexico
5183,1997,Peru,Jose Luis Reyna,Alianza Lima,Peru
5184,1997,Peru,German Muñoz,Cienciano,Peru
5185,1997,Peru,Alfonso Dulanto,UNAM,Mexico
5186,1997,Peru,Orlando Prado,CD Pesquero,Peru
5187,1997,Peru,Miguel Rebosio,Sp. Cristal,Peru
5188,1997,Peru,Julio Rivera,ignorado,Ignorado
5189,1997,Peru,Nolberto Solano,Sp. Cristal,Peru
5190,1997,Peru,Martín Hidalgo,Sp. Cristal,Peru
5191,1997,Peru,Giuliano Portilla,Universitario,Bolivia
5192,1997,Peru,Juan José Jayo,Alianza Lima,Peru
5193,1997,Peru,José Pereda,Universitario,Bolivia
5194,1997,Peru,José Carranza,Universitario,Bolivia
5195,1997,Peru,Erick Torres,Sp. Cristal,Peru
5196,1997,Peru,Juan Bazalar,Alianza Lima,Peru
5197,1997,Peru,Percy Olivares,Cruz Azul,Mexico
5198,1997,Peru,José Soto,Puebla,Mexico
5199,1997,Peru,Eddy Carazas,Universitario,Bolivia
5200,1997,Peru,Roger Serrano,ignorado,Ignorado
5201,1997,Peru,Frank Palomino,Melgar,Peru
5202,1997,Peru,Alex Magallanes,Sp. Cristal,Peru
5203,1997,Peru,Paolo Maldonado,Universitario,Bolivia
5204,1997,Peru,Jorge Soto,Sp. Cristal,Peru
5205,1997,Peru,Pablo Zegarra,UD Salamanque,España
5206,1997,Peru,Roberto Palacios,Puebla,Mexico
5207,1997,Peru,Paul Cominges,Melgar,Peru
5208,1997,Peru,Cesar Rosales,Alianza Lima,Peru
5209,1997,Peru,Flavio Maestri,Hércules,España
5210,1997,Peru,German Carty,Atlante,Mexico
5211,1997,Peru,Waldir Saenz,Alianza Lima,Peru
5212,1997,Peru,Roberto Farfán,Universitario,Bolivia
5213,1997,Peru,Aldo Cavero,Cienciano,Peru
5214,1997,Peru,d. A. M.  Julinho,Sp. Cristal,Peru
5215,1998,Peru,Oscar Ibáñez,Universitario,Bolivia
5216,1998,Peru,Juan Reynoso,Cruz Azul,Mexico
5217,1998,Peru,Santiago Salazar,Sport Boys,Bolivia
5218,1998,Peru,Miguel Rebosio,Sp. Cristal,Peru
5219,1998,Peru,Nolberto Solano,Boca Juniors,Argentina
5220,1998,Peru,Jorge Huamán,Sport Boys,Bolivia
5221,1998,Peru,Erick Torres,Sp. Cristal,Peru
5222,1998,Peru,Juan José Jayo,Alianza Lima,Peru
5223,1998,Peru,Juan Bazalar,Alianza Lima,Peru
5224,1998,Peru,Julio Penalillo,Alianza Lima,Peru
5225,1998,Peru,Jorge Soto,Sp. Cristal,Peru
5226,1998,Peru,Roberto Palacios,Cruzeiro,Brasil
5227,1998,Peru,Waldir Saenz,Colorado,Estados Unidos
5228,1998,Peru,Roberto Farfán,Universitario,Bolivia
5229,1998,Peru,David Chevez,Alianza Lima,Peru
5230,1999,Peru,Christian Del Mar,AA Sullana,Peru
5231,1999,Peru,Juan Flores,Universitario,Bolivia
5232,1999,Peru,Oscar Ibáñez,Universitario,Bolivia
5233,1999,Peru,Santiago Salazar,Sp. Cristal,Peru
5234,1999,Peru,José Chacón,Alianza Lima,Peru
5235,1999,Peru,Juan Reynoso,Cruz Azul,Mexico
5236,1999,Peru,Luis Guadalupe,Universitario,Bolivia
5237,1999,Peru,Miguel Rebosio,Sp. Cristal,Peru
5238,1999,Peru,Nolberto Solano,Newcastle,Inglaterra
5239,1999,Peru,Martín Hidalgo,Las Palmas,España
5240,1999,Peru,Mario Gómez,Universitario,Bolivia
5241,1999,Peru,Marco Ciurlizza,Universitario,Bolivia
5242,1999,Peru,Gregorio Bernales,Universitario,Bolivia
5243,1999,Peru,José Pereda,Boca Juniors,Argentina
5244,1999,Peru,Erick Torres,Sp. Cristal,Peru
5245,1999,Peru,Juan José Jayo,Union,Argentina
5246,1999,Peru,Percy Olivares,Pana,Grecia
5247,1999,Peru,J. C.  Velasquez,CD Pesquero,Peru
5248,1999,Peru,José Soto,Alianza Lima,Peru
5249,1999,Peru,Jorge Soto,Sp. Cristal,Peru
5250,1999,Peru,Roberto Palacios,Estudiantes,Mexico
5251,1999,Peru,Claudio Pizarro,Alianza Lima,Peru
5252,1999,Peru,Ysrael Zúñiga,Melgar,Peru
5253,1999,Peru,Roberto Holsen,AA Sullana,Peru
5254,1999,Peru,Flavio Maestri,Univ. de Chile,Chile
5255,1999,Peru,Andrés Mendoza,Sp. Cristal,Peru
5256,1999,Peru,Waldir Saenz,Alianza Lima,Peru
5257,2000,Peru,Miguel Miranda,Guangzhou R&F,China
5258,2000,Peru,Jhonny Vegas,Sport Boys,Bolivia
5259,2000,Peru,Oscar Ibáñez,Universitario,Bolivia
5260,2000,Peru,Juan Pajuelo,Universitario,Bolivia
5261,2000,Peru,Juan Reynoso,Cruz Azul,Mexico
5262,2000,Peru,Freddy Suarez,Melgar,Peru
5263,2000,Peru,Luis Manuel Marengo,Sp. Cristal,Peru
5264,2000,Peru,Marcial Salazar,Alianza Lima,Peru
5265,2000,Peru,German Pinillos,Sp. Cristal,Peru
5266,2000,Peru,Miguel Rebosio,Sp. Cristal,Peru
5267,2000,Peru,Jorge Huamán,Sp. Cristal,Peru
5268,2000,Peru,Nolberto Solano,Newcastle,Inglaterra
5269,2000,Peru,José Del Solar,Universitario,Bolivia
5270,2000,Peru,José Pereda,Boca Juniors,Argentina
5271,2000,Peru,Gregorio Bernales,Universitario,Bolivia
5272,2000,Peru,Walter Zeballos,Melgar,Peru
5273,2000,Peru,Juan José Jayo,Union,Argentina
5274,2000,Peru,Marco Ciurlizza,Universitario,Bolivia
5275,2000,Peru,Erick Torres,Sp. Cristal,Peru
5276,2000,Peru,Henry Quinteros,Alianza Lima,Peru
5277,2000,Peru,Percy Olivares,Pana,Grecia
5278,2000,Peru,David Soria,Sp. Cristal,Peru
5279,2000,Peru,Gustavo Tempone,Sport Boys,Bolivia
5280,2000,Peru,Roger Serrano,ignorado,Ignorado
5281,2000,Peru,Alfredo Carmona,Municipal,Peru
5282,2000,Peru,José Soto,Celaya,Mexico
5283,2000,Peru,Kukín Flores,Sport Boys,Bolivia
5284,2000,Peru,Jorge Soto,Sp. Cristal,Peru
5285,2000,Peru,Paolo Maldonado,Universitario,Bolivia
5286,2000,Peru,Piero Alva,Universitario,Bolivia
5287,2000,Peru,Darío Muchotrigo,Ionikos,Grecia
5288,2000,Peru,Roberto Palacios,Estudiantes,Mexico
5289,2000,Peru,Claudio Pizarro,Werder,Alemania
5290,2000,Peru,Abel Lobatón,Atlético PR,Brasil
